clip_id,event_id,wav_path,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,travel_direction,microphone,channel,split
2019-11-12-09-00_Schleusinger-Allee_70Kmh_25340159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_25340159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_25340159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,25340159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_25436159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_25436159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_25436159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,25436159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_25532159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_25532159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_25532159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,25532159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2553560_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2553560_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2553560_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2553560,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2555000_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2555000_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2555000_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2555000,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_25628159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_25628159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_25628159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,25628159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_25724159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_25724159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_25724159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,25724159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_25820159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_25820159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_25820159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,25820159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2586477_M_W_TR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2586477_M_W_TR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2586477_M_W_TR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2586477,M,W,T,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_25916159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_25916159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_25916159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,25916159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26012159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26012159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26012159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26012159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26108159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26108159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26108159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26108159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26204159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26204159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26204159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26204159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2621122_M_W_TR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2621122_M_W_TR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2621122_M_W_TR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2621122,M,W,T,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2629314_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2629314_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2629314_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2629314,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26300159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26300159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26300159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26300159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2631533_M_W_TL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2631533_M_W_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2631533_M_W_TL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2631533,M,W,T,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26396159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26396159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26396159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26396159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2639725_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2639725_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2639725_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2639725,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26492159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26492159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26492159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26492159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2653719_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2653719_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2653719_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2653719,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26588159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26588159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26588159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26588159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2664984_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2664984_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2664984_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2664984,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26684159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26684159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26684159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26684159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2674541_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2674541_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2674541_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2674541,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26780159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26780159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26780159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26780159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2683928_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2683928_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2683928_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2683928,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_26876159_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_26876159,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_26876159_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,26876159,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2688194_M_W_TL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2688194_M_W_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2688194_M_W_TL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2688194,M,W,T,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2691096_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2691096_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2691096_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2691096,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_270680_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_270680_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_270680_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,270680,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2709527_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2709527_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2709527_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2709527,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2728813_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2728813_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2728813_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2728813,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2738370_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2738370_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2738370_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2738370,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_27430400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_27430400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_27430400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,27430400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2748269_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2748269_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2748269_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2748269,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_27526400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_27526400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_27526400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,27526400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_276013_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_276013_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_276013_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,276013,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_27622400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_27622400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_27622400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,27622400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2766018_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2766018_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2766018_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2766018,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_27718400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_27718400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_27718400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,27718400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_27814400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_27814400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_27814400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,27814400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_27910400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_27910400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_27910400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,27910400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_279640_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_279640_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_279640_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,279640,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_28006400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_28006400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_28006400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,28006400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_28102400_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_28102400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_28102400_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,28102400,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2848450_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2848450_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2848450_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2848450,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2857154_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2857154_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2857154_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2857154,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_28587519_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_28587519,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_28587519_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,28587519,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_28683519_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_28683519,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_28683519_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,28683519,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2877634_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2877634_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2877634_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2877634,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_28779519_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_28779519,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_28779519_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,28779519,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_28875519_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_28875519,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_28875519_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,28875519,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_28971519_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_28971519,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_28971519_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,28971519,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_29067519_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_29067519,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_29067519_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,29067519,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2913133_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2913133_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2913133_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2913133,M,W,C,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2931224_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2931224_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2931224_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2931224,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2935320_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2935320_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2935320_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2935320,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2957442_M_W_TR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2957442_M_W_TR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2957442_M_W_TR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2957442,M,W,T,R,R2L,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2958786_M_W_CL_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2958786_M_W_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2958786_M_W_CL_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2958786,M,W,C,L,L2R,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_29606399_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_29606399,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_29606399_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,29606399,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_29702399_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_29702399,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_29702399_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,29702399,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_29798399_SE_CH34-BG,2019-11-12-09-00_Schleusinger-Allee_70Kmh_29798399,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_29798399_SE_CH34-BG.wav,True,2019-11-12-09-00,Schleusinger-Allee,70,29798399,None,None,none,none,none,SE,CH34,unknown
2019-11-12-09-00_Schleusinger-Allee_70Kmh_2983874_M_W_CR_SE_CH34,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2983874_M_W_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-12-09-00_Schleusinger-Allee_70Kmh_2983874_M_W_CR_SE_CH34.wav,False,2019-11-12-09-00,Schleusinger-Allee,70,2983874,M,W,C,R,R2L,SE,CH34,unknown
