row_type,car_group,clip_name,clip_path,speed_kmh,input_type,duration_s,n_mel_frames,prediction,n_clips,n_L2R,n_R2L,n_no_vehicle,pct_L2R,pct_R2L,pct_no_vehicle,majority_prediction,model,checkpoint,spectrogram_png,prob_L2R,prob_R2L,prob_no_vehicle
clip,MercedesAMG550,MercedesAMG550_105,MercedesAMG550/MercedesAMG550_105.wav,105,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4326,0.5674,
clip,MercedesAMG550,MercedesAMG550_30,MercedesAMG550/MercedesAMG550_30.wav,30,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2015,0.7985,
clip,MercedesAMG550,MercedesAMG550_33,MercedesAMG550/MercedesAMG550_33.wav,33,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8049,0.1951,
clip,MercedesAMG550,MercedesAMG550_35,MercedesAMG550/MercedesAMG550_35.wav,35,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7781,0.2219,
clip,MercedesAMG550,MercedesAMG550_38,MercedesAMG550/MercedesAMG550_38.wav,38,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8485,0.1515,
clip,MercedesAMG550,MercedesAMG550_40,MercedesAMG550/MercedesAMG550_40.wav,40,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7879,0.2121,
clip,MercedesAMG550,MercedesAMG550_42,MercedesAMG550/MercedesAMG550_42.wav,42,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8965,0.1035,
clip,MercedesAMG550,MercedesAMG550_45,MercedesAMG550/MercedesAMG550_45.wav,45,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7278,0.2722,
clip,MercedesAMG550,MercedesAMG550_47,MercedesAMG550/MercedesAMG550_47.wav,47,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6609,0.3391,
clip,MercedesAMG550,MercedesAMG550_50,MercedesAMG550/MercedesAMG550_50.wav,50,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7511,0.2489,
clip,MercedesAMG550,MercedesAMG550_52,MercedesAMG550/MercedesAMG550_52.wav,52,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4601,0.5399,
clip,MercedesAMG550,MercedesAMG550_55,MercedesAMG550/MercedesAMG550_55.wav,55,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.73,0.27,
clip,MercedesAMG550,MercedesAMG550_58,MercedesAMG550/MercedesAMG550_58.wav,58,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7819,0.2181,
clip,MercedesAMG550,MercedesAMG550_60,MercedesAMG550/MercedesAMG550_60.wav,60,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4624,0.5376,
clip,MercedesAMG550,MercedesAMG550_62,MercedesAMG550/MercedesAMG550_62.wav,62,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4338,0.5662,
clip,MercedesAMG550,MercedesAMG550_65,MercedesAMG550/MercedesAMG550_65.wav,65,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7194,0.2806,
clip,MercedesAMG550,MercedesAMG550_67,MercedesAMG550/MercedesAMG550_67.wav,67,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3283,0.6717,
clip,MercedesAMG550,MercedesAMG550_70,MercedesAMG550/MercedesAMG550_70.wav,70,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5708,0.4292,
clip,MercedesAMG550,MercedesAMG550_73,MercedesAMG550/MercedesAMG550_73.wav,73,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8526,0.1474,
clip,MercedesAMG550,MercedesAMG550_75,MercedesAMG550/MercedesAMG550_75.wav,75,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3468,0.6532,
clip,MercedesAMG550,MercedesAMG550_78,MercedesAMG550/MercedesAMG550_78.wav,78,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8105,0.1895,
clip,MercedesAMG550,MercedesAMG550_80,MercedesAMG550/MercedesAMG550_80.wav,80,audio,10.027,432,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2435,0.7565,
clip,MercedesAMG550,MercedesAMG550_82,MercedesAMG550/MercedesAMG550_82.wav,82,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4318,0.5682,
clip,MercedesAMG550,MercedesAMG550_85,MercedesAMG550/MercedesAMG550_85.wav,85,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6161,0.3839,
clip,MercedesAMG550,MercedesAMG550_87,MercedesAMG550/MercedesAMG550_87.wav,87,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7464,0.2536,
clip,MercedesAMG550,MercedesAMG550_90,MercedesAMG550/MercedesAMG550_90.wav,90,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8629,0.1371,
clip,MercedesAMG550,MercedesAMG550_93,MercedesAMG550/MercedesAMG550_93.wav,93,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2058,0.7942,
clip,MercedesAMG550,MercedesAMG550_95,MercedesAMG550/MercedesAMG550_95.wav,95,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4073,0.5927,
clip,MercedesAMG550,MercedesAMG550_98,MercedesAMG550/MercedesAMG550_98.wav,98,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2889,0.7111,
group,MercedesAMG550,__GROUP__MercedesAMG550,,,,,,L2R,30,18,12,0,0.6,0.4,0.0,L2R,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,,,
clip,MercedesGLA,MercedesGLA_100,MercedesGLA/MercedesGLA_100.wav,100,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5055,0.4945,
clip,MercedesGLA,MercedesGLA_101,MercedesGLA/MercedesGLA_101.wav,101,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3827,0.6173,
clip,MercedesGLA,MercedesGLA_103,MercedesGLA/MercedesGLA_103.wav,103,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4595,0.5405,
clip,MercedesGLA,MercedesGLA_104,MercedesGLA/MercedesGLA_104.wav,104,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5959,0.4041,
clip,MercedesGLA,MercedesGLA_30,MercedesGLA/MercedesGLA_30.wav,30,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.559,0.441,
clip,MercedesGLA,MercedesGLA_33,MercedesGLA/MercedesGLA_33.wav,33,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.476,0.524,
clip,MercedesGLA,MercedesGLA_36,MercedesGLA/MercedesGLA_36.wav,36,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.1717,0.8283,
clip,MercedesGLA,MercedesGLA_39,MercedesGLA/MercedesGLA_39.wav,39,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6256,0.3744,
clip,MercedesGLA,MercedesGLA_41,MercedesGLA/MercedesGLA_41.wav,41,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3742,0.6258,
clip,MercedesGLA,MercedesGLA_42,MercedesGLA/MercedesGLA_42.wav,42,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7644,0.2356,
clip,MercedesGLA,MercedesGLA_45,MercedesGLA/MercedesGLA_45.wav,45,audio,10.027,432,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.254,0.746,
clip,MercedesGLA,MercedesGLA_47,MercedesGLA/MercedesGLA_47.wav,47,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5703,0.4297,
clip,MercedesGLA,MercedesGLA_48,MercedesGLA/MercedesGLA_48.wav,48,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2932,0.7068,
clip,MercedesGLA,MercedesGLA_49,MercedesGLA/MercedesGLA_49.wav,49,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2679,0.7321,
clip,MercedesGLA,MercedesGLA_52,MercedesGLA/MercedesGLA_52.wav,52,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2958,0.7042,
clip,MercedesGLA,MercedesGLA_54,MercedesGLA/MercedesGLA_54.wav,54,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2957,0.7043,
clip,MercedesGLA,MercedesGLA_55,MercedesGLA/MercedesGLA_55.wav,55,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2928,0.7072,
clip,MercedesGLA,MercedesGLA_59,MercedesGLA/MercedesGLA_59.wav,59,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4443,0.5557,
clip,MercedesGLA,MercedesGLA_61,MercedesGLA/MercedesGLA_61.wav,61,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2436,0.7564,
clip,MercedesGLA,MercedesGLA_63,MercedesGLA/MercedesGLA_63.wav,63,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2524,0.7476,
clip,MercedesGLA,MercedesGLA_65,MercedesGLA/MercedesGLA_65.wav,65,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3276,0.6724,
clip,MercedesGLA,MercedesGLA_68,MercedesGLA/MercedesGLA_68.wav,68,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.1964,0.8036,
clip,MercedesGLA,MercedesGLA_70,MercedesGLA/MercedesGLA_70.wav,70,audio,10.027,432,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.368,0.632,
clip,MercedesGLA,MercedesGLA_72,MercedesGLA/MercedesGLA_72.wav,72,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.2314,0.7686,
clip,MercedesGLA,MercedesGLA_75,MercedesGLA/MercedesGLA_75.wav,75,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5296,0.4704,
clip,MercedesGLA,MercedesGLA_78,MercedesGLA/MercedesGLA_78.wav,78,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.1827,0.8173,
clip,MercedesGLA,MercedesGLA_81,MercedesGLA/MercedesGLA_81.wav,81,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8231,0.1769,
clip,MercedesGLA,MercedesGLA_83,MercedesGLA/MercedesGLA_83.wav,83,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.361,0.639,
clip,MercedesGLA,MercedesGLA_85,MercedesGLA/MercedesGLA_85.wav,85,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.7641,0.2359,
clip,MercedesGLA,MercedesGLA_88,MercedesGLA/MercedesGLA_88.wav,88,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4211,0.5789,
clip,MercedesGLA,MercedesGLA_90,MercedesGLA/MercedesGLA_90.wav,90,audio,10.027,432,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3208,0.6792,
clip,MercedesGLA,MercedesGLA_92,MercedesGLA/MercedesGLA_92.wav,92,audio,10.027,432,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.3802,0.6198,
clip,MercedesGLA,MercedesGLA_93,MercedesGLA/MercedesGLA_93.wav,93,audio,10.006,431,R2L,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.4168,0.5832,
clip,MercedesGLA,MercedesGLA_96,MercedesGLA/MercedesGLA_96.wav,96,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5315,0.4685,
group,MercedesGLA,__GROUP__MercedesGLA,,,,,,R2L,34,10,24,0,0.2941,0.7059,0.0,R2L,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,,,
clip,NissanQashqai,NissanQashqai_102,NissanQashqai/NissanQashqai_102.wav,102,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8869,0.1131,
clip,NissanQashqai,NissanQashqai_35,NissanQashqai/NissanQashqai_35.wav,35,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9,0.1,
clip,NissanQashqai,NissanQashqai_38,NissanQashqai/NissanQashqai_38.wav,38,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9198,0.0802,
clip,NissanQashqai,NissanQashqai_40,NissanQashqai/NissanQashqai_40.wav,40,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8921,0.1079,
clip,NissanQashqai,NissanQashqai_42,NissanQashqai/NissanQashqai_42.wav,42,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8282,0.1718,
clip,NissanQashqai,NissanQashqai_45,NissanQashqai/NissanQashqai_45.wav,45,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9102,0.0898,
clip,NissanQashqai,NissanQashqai_48,NissanQashqai/NissanQashqai_48.wav,48,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.5764,0.4236,
clip,NissanQashqai,NissanQashqai_50,NissanQashqai/NissanQashqai_50.wav,50,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8595,0.1405,
clip,NissanQashqai,NissanQashqai_53,NissanQashqai/NissanQashqai_53.wav,53,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6128,0.3872,
clip,NissanQashqai,NissanQashqai_55,NissanQashqai/NissanQashqai_55.wav,55,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8576,0.1424,
clip,NissanQashqai,NissanQashqai_58,NissanQashqai/NissanQashqai_58.wav,58,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9044,0.0956,
clip,NissanQashqai,NissanQashqai_60,NissanQashqai/NissanQashqai_60.wav,60,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8929,0.1071,
clip,NissanQashqai,NissanQashqai_61,NissanQashqai/NissanQashqai_61.wav,61,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.892,0.108,
clip,NissanQashqai,NissanQashqai_64,NissanQashqai/NissanQashqai_64.wav,64,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.746,0.254,
clip,NissanQashqai,NissanQashqai_65,NissanQashqai/NissanQashqai_65.wav,65,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9094,0.0906,
clip,NissanQashqai,NissanQashqai_68,NissanQashqai/NissanQashqai_68.wav,68,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8673,0.1327,
clip,NissanQashqai,NissanQashqai_70,NissanQashqai/NissanQashqai_70.wav,70,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8183,0.1817,
clip,NissanQashqai,NissanQashqai_73,NissanQashqai/NissanQashqai_73.wav,73,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.9053,0.0947,
clip,NissanQashqai,NissanQashqai_75,NissanQashqai/NissanQashqai_75.wav,75,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8636,0.1364,
clip,NissanQashqai,NissanQashqai_78,NissanQashqai/NissanQashqai_78.wav,78,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8039,0.1961,
clip,NissanQashqai,NissanQashqai_80,NissanQashqai/NissanQashqai_80.wav,80,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8053,0.1947,
clip,NissanQashqai,NissanQashqai_82,NissanQashqai/NissanQashqai_82.wav,82,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8919,0.1081,
clip,NissanQashqai,NissanQashqai_85,NissanQashqai/NissanQashqai_85.wav,85,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.895,0.105,
clip,NissanQashqai,NissanQashqai_88,NissanQashqai/NissanQashqai_88.wav,88,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.91,0.09,
clip,NissanQashqai,NissanQashqai_90,NissanQashqai/NissanQashqai_90.wav,90,audio,10.006,431,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.6321,0.3679,
clip,NissanQashqai,NissanQashqai_93,NissanQashqai/NissanQashqai_93.wav,93,audio,10.027,432,L2R,,,,,,,,,deep_mel_2class_right_100ep,D:\Antigravity\DopplerLab\IDMT_experiments\checkpoints\transfer\direction\deep_mel_2class_right_100ep\best.pt,,0.8213,0.1787,
